source,source_id,title,summary,s_category,provider,region,raw_target_group,raw_support_type,raw_target_age,raw_income_condition,raw_startup_stage,raw_additional_conditions,raw_required_documents,raw_application_method,raw_period_text,_scope,_scope_reason,_dup_candidate,_dedupe_key,norm_title,norm_provider,norm_period,norm_detail_url,raw_detail_url
biz,PBLN_000000000121275,[경기] 2026년 베트남 시큐텍(Secutech) 전시회 참가기업 모집 공고,"<p>경기도는 도내 재난안전 기업의 해외 판로개척을 지원하기 위하여 해외 재난안전박람회 참가 사업으로 「베트남 시큐텍(Secutech)」에 통합 한국관 조성 및 도내 재난안전 기업의 참가 지원을 추진하오니, 역량 있는 재난안전 기업의 많은 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 「중소기업기본법」 제2조 규정에 의한 중소기업이면서, 기업 소재지 또는 전시제품 생산지가 경기도인 기업</p><p style=""line-height: 1.8;"">※ 전시물품 해상운송 기간 소요로 ’26. 6월초까지 전시물품 준비완료 필요</p><p><br></p><p style=""line-height: 1.8;"">☞ 부스임차 및 기본장치, 물류운송(왕복), 통역, 바이어 모집 등 지원</p><p style=""line-height: 1.8;"">- 한국관 내 기업당 9㎡ 이내 전시 공간 제공, 기본장치 설치</p><p style=""line-height: 1.8;"">- 물류운송량 1CBM 범위 내 지원(초과 시 참가기업 부담)</p><p style=""line-height: 1.8;"">- 전시기간 동안 통역 1인 지원</p><p style=""line-height: 1.8;"">- 기타 모집공고의 지원내용 외 기업 요구항목 중 협의</p>",판로/수출,직접수행,경기도,중소기업,해외진출,,,,,"이메일 접수 (rainfall@gg.go.kr)
- 이메일 제목: (기업명) 베트남 시큐텍 박람회 참가 신청
","이메일 접수 (rainfall@gg.go.kr)
- 이메일 제목: (기업명) 베트남 시큐텍 박람회 참가 신청
",2026-04-20 ~ 2026-05-08,main,primary,False,경기2026년베트남시큐텍전시회참가기업모집공고|직접수행|20260420~20260508,경기2026년베트남시큐텍전시회참가기업모집공고,직접수행,20260420~20260508,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121275,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121275
biz,PBLN_000000000121274,[경북] 2026년 2차 automechanika Frankfurt 경북 공동관 참가기업 추가모집 공고(2026년 자동차 부품전 경북 공동관 참가 지원사업),"<p>경상북도와 (재)경상북도경제진흥원은 도내 자동차 부품 업체들의 해외 거래처 확대 및 브랜드 가치 강화를 위해「2026 automechanika Frankfurt 경북 공동관 참가기업」을 추가모집하오니 많은 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 경상북도수출기업협회 유료회원사 중 자동차 부품 제조 중소기업</p><p style=""line-height: 1.8;"">- (전시품목 )자동차 부품, 정비ㆍ유지보수, 타이어ㆍ배터리, 액세서리 등</p><p style=""line-height: 1.8;"">※ 자세한 지원대상 공고문 참조</p><p style=""line-height: 1.8;""><br></p><p style=""line-height: 1.8;"">☞ 전시회 참가에 따른 비용(전시참가ㆍ운영비)의 70% 지원</p><p style=""line-height: 1.8;"">- 지원항목 : 부스 임차, 기본 장치비, 공동통역원(2명), 운송비, 디렉토리북 등재</p>",판로/수출,경상북도경제진흥원,경상북도,중소기업,해외진출준비,,,,,이메일 접수(kth07@gepa.kr),이메일 접수(kth07@gepa.kr),2026-04-20 ~ 2026-05-01,main,primary,False,경북2026년2차automechanikafrankfurt경북공동관참가기업추가모집공고|경상북도경제진흥원|20260420~20260501,경북2026년2차automechanikafrankfurt경북공동관참가기업추가모집공고,경상북도경제진흥원,20260420~20260501,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121274,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121274
biz,PBLN_000000000121273,[경북] 경북ㆍ구미 방산혁신클러스터 국방기술 민간이전 사업 이전기술 사업화지원(시제품) 참여기업 모집 공고,"<p>국방 유무인복합체계 유망기업들의 국방기술거래를 촉진하고, 우수기술 도입과 성공적인 기술사업화를 지원하기 위해 「국방 기술 민간이전 사업」참여기업 대상 이전기술 사업화지원을 다음과 같이 공고하오니, 경북 지역 기업의 많은 참여 바랍니다. </p><p><br></p><p style=""line-height: 1.8;"">☞ 공고일 기준 경북지역 본사(또는 공장) 소재 중소ㆍ벤처기업 중 방위산업으로 진입을 희망하는 기업 또는 방위산업 영위기업</p><p style=""line-height: 1.8;"">- ① [경북ㆍ구미 방산혁신클러스터] 국방기술 민간이전 사업에 참여하여 국방기술을 이전받은 기업으로 이전기술의 사업화 달성을 위하여 시제품 제작이 필요한 기업</p><p style=""line-height: 1.8;"">※ 방위사업청의 국방 기술이전 승인 필수</p><p style=""line-height: 1.8;"">- ② 유무인복합체계 관련 기술을 적용하고자 하는 기업</p><p style=""line-height: 1.8;""><br></p><p>☞ 이전기술 사업화지원(시제품 제작, 제품고급화) 기업당 최대 40,000천원 이내 지원</p>",기술,경북테크노파크,경상북도,중소기업,기술사업화/이전/지도,,,,,온라인 접수 (경북테크노파크 홈페이지),온라인 접수 (경북테크노파크 홈페이지),2026-04-17 ~ 2026-05-08,main,primary,False,경북경북ㆍ구미방산혁신클러스터국방기술민간이전사업이전기술사업화지원참여기업모집공고|경북테크노파크|20260417~20260508,경북경북ㆍ구미방산혁신클러스터국방기술민간이전사업이전기술사업화지원참여기업모집공고,경북테크노파크,20260417~20260508,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121273,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121273
biz,PBLN_000000000121272,2026년 2차 서비스로봇용 Agile제조 전자융합부품 기업지원사업 신청기업 모집 공고,"<p>전자융합부품 제조기업이 공동으로 활용가능한 Agile제조지원센터의 인프라(제조 및 신뢰성 시험)를 활용한 시제품 제작, 기술사업화, 기술자문지도 프로그램 수행을 지원하는 「2026년 서비스로봇용 Agile제조 전자융합부품 기업지원사업」 시행계획을 다음과 같이 공고합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 「중소기업기본법」제2조(중소기업자의 범위) 제1항 제1호에 준하는 중소기업</p><p style=""line-height: 1.8;"">- 「중소기업창업지원법」제2조(정의)에 준하는 창업기업</p><p><br></p><p style=""line-height: 1.8;"">☞ 시제품, 기술사업화, 기술자문지도 지원</p><p style=""line-height: 1.8;"">※ 자세한 지원내용 공고문 참조</p>",기술,구미전자정보기술원,산업통상부,중소기업,기술사업화/이전/지도,,,,,이메일 접수 (khyun@geri.re.kr),이메일 접수 (khyun@geri.re.kr),2026-04-20 ~ 2026-04-30,main,primary,False,2026년2차서비스로봇용agile제조전자융합부품기업지원사업신청기업모집공고|구미전자정보기술원|20260420~20260430,2026년2차서비스로봇용agile제조전자융합부품기업지원사업신청기업모집공고,구미전자정보기술원,20260420~20260430,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121272,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121272
biz,PBLN_000000000121271,[경기] 고양시 2026년 사회적경제 창업컨설팅 참여자(팀) 모집 공고,"<p>고양시사회적경제지원센터에서는 사회문제 해결 및 사회적 가치를 추구하는 비즈니스모델을 보유한 창업가(팀) 발굴 및 육성을 위해 창업컨설팅 사업을 추진하오니 많은 참여를 바랍니다.</p><p><br></p><p>☞ 고양시에서 사회적경제기업을 창업(전환)하고자 하는 창업가(팀)</p><p>※ 자세한 지원대상 공고문 참조</p><p><br></p><p>☞ 사전 진단 및 담임제 성장 컨설팅, 네트워킹 및 워크숍 운영</p>",경영,고양산업진흥원,경기도,사회적기업,컨설팅,,,,,이메일 접수(webmaster1@gipa.or.kr),이메일 접수(webmaster1@gipa.or.kr),2026-04-20 ~ 2026-04-30,main,primary,False,경기고양시2026년사회적경제창업컨설팅참여자모집공고|고양산업진흥원|20260420~20260430,경기고양시2026년사회적경제창업컨설팅참여자모집공고,고양산업진흥원,20260420~20260430,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121271,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121271
biz,PBLN_000000000121270,2026년 하반기 독립예술영화 제작지원(다큐멘터리 (제작ㆍ후반제작)) 사업 추가 접수 공고,"<p>참신하고 독창적인 우수 독립예술영화 발굴 및 영화문화 다양성 기여와 한국 독립예술영화 창작의 자율성과 예술성을 보장하고 안정적인 창작 환경을 조성하기 위해 독립예술영화(다큐멘터리 부문) 제작을 지원해드리는 사업입니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 다큐멘터리영화 연출자 또는 연출자와 계약된 제작사</p><p style=""line-height: 1.8;"">- 장편 다큐멘터리(제작, 후반제작) 영화 : 순제작비 10억원 미만의 장편 다큐멘터리 영화 (※ 장편: 런닝타임 60분 이상)</p><p style=""line-height: 1.8;"">- 단편 다큐멘터리 영화 : 순제작비 5천만원 미만의 단편 다큐멘터리 영화 (※ 단편: 런닝타임 40분 미만)</p><p style=""line-height: 1.8;"">※ 자세한 지원대상 공고문 참조</p><p><br></p><p style=""line-height: 1.8;"">☞ 장편 다큐멘터리 영화(일반, 신인, 후반제작 부문), 다큐멘터리 영화 제작 지원</p><p style=""line-height: 1.8;"">- 장편 최대 1억 원 이내 차등 지급 / 단편 최대 3천만 원 이내 차등 지급 / 후반제작 2천만원 이내 차등지급</p>",경영,영화진흥위원회,문화체육관광부,중소기업,디자인/상품화/사업화,,,,,온라인 접수 (영화진흥위원회 홈페이지),온라인 접수 (영화진흥위원회 홈페이지),2026-04-21 ~ 2026-05-06,main,primary,True,2026년하반기독립예술영화제작지원사업추가접수공고|영화진흥위원회|20260421~20260506,2026년하반기독립예술영화제작지원사업추가접수공고,영화진흥위원회,20260421~20260506,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121270,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121270
biz,PBLN_000000000121269,[부산] 2026년 블록체인기업 글로벌진출 지원사업 참가기업 모집 공고(과학기술정보통신부 블록체인 특화 클러스터 조성사업),"<p>부산테크노파크는 2026년 블록체인 특화 클러스터 조성사업의 일환으로 관련 분야 우수기술 및 서비스를 보유한 부산지역 블록체인 기업의 해외시장 진출 및 글로벌 협력 네트워크 구축, 선진사례 연구를 위한 해외전시 참가기업을 아래와 같이 모집하오니, 많은 관심과 신청 바랍니다. </p><p><br></p><p>☞ 블록체인 기반 기술 보유 기업 중 해외 진출 의향이 있고 부산 소재의 본사 또는 지사</p><p><br></p><p style=""line-height: 1.8;"">☞ GITEX AI EUROPE 2026(독일 베를린) 전시, 글로벌 산업ㆍ기술 동향파악 및 비즈니스 세일링 지원</p><p style=""line-height: 1.8;"">- 블록체인 한국관 內 입주(부스 장소, 기본 부스 세팅 제공) 지원</p><p style=""line-height: 1.8;"">- 현지 IR데모데이 및 투자자/바이어 네트워킹, 통역 지원</p><p style=""line-height: 1.8;"">- 기업별 1인에 한하여 체재비(항공/숙박) 지원 </p>",판로/수출,부산테크노파크,부산광역시,중소기업,해외진출,,,,,"이메일 접수 (kjh2012@btp.or.kr)
※ 신청 후 다음 날까지 “접수 완료” 메일 미수신 시 전화로 접수 확인 요망","이메일 접수 (kjh2012@btp.or.kr)
※ 신청 후 다음 날까지 “접수 완료” 메일 미수신 시 전화로 접수 확인 요망",2026-04-20 ~ 2026-05-06,main,primary,False,부산2026년블록체인기업글로벌진출지원사업참가기업모집공고|부산테크노파크|20260420~20260506,부산2026년블록체인기업글로벌진출지원사업참가기업모집공고,부산테크노파크,20260420~20260506,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121269,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121269
biz,PBLN_000000000121268,[인천] 2026년 인천형 특별 경영안정자금 지원 공고(금융비용 확대 지원을 위한 하나은행 출연 및 협업),"<p>인천광역시 중소기업경영안정자금 지원 및 운용조례 제6조의 규정에 의거 ‘2026년 인천형 특별 경영안정자금(하나은행 출연 및 협업)’지원사업을 다음과 같이 공고합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 인천 소재 제조업 또는 제조업관련업 중소기업</p><p style=""line-height: 1.8;"">- 경영안정자금 지원 업종(관내 공장을 운영중인 제조기업 또는 제조업관련업)을 영위하면서 하나은행 대출이 가능한 기업</p><p><br></p><p style=""line-height: 1.8;"">☞ 은행 대출 운전자금의 이자차액보전 지원</p><p style=""line-height: 1.8;"">- 지원 한도 : 일반기업 10억원(우대10~100억원, 업체별 세부심사기준에 따라 다름)</p><p style=""line-height: 1.8;"">※ 최근 결산년도 매출액의 1/3과 지원 한도 중 적은 금액이 최대한도 (최저 2억원)</p><p style=""line-height: 1.8;"">- 지원기간 : 1년(만기 일시 상환)</p><p style=""line-height: 1.8;"">- 지원 금리 : 이차보전 1.9%p 균등지원(하나은행 0.6%p, 인천시 1.3%p)</p>",자금,인천테크노파크,인천광역시,중소기업,융자,,,,,온라인 접수 (비즈오케이 홈페이지),온라인 접수 (비즈오케이 홈페이지),예산 소진시까지,main,primary,False,인천2026년인천형특별경영안정자금지원공고|인천테크노파크|,인천2026년인천형특별경영안정자금지원공고,인천테크노파크,,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121268,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121268
biz,PBLN_000000000121267,[인천] 2026년 우수 콘텐츠 사업화 지원 기업 모집 공고,"<p>인천테크노파크에서는 「2026년 인천콘텐츠기업지원센터 운영사업」의 일환으로 인천지역 문화콘텐츠 기업의 국내외 시장 진출에 실질적으로 필요한 비용 및 활동을 지원하기 위해 ‘2026년 우수 콘텐츠 사업화 지원 사업’을 추진하오니 콘텐츠 기업의 많은 참여 바랍니다.</p><p><br></p><p>☞ 인천 소재(본사) 콘텐츠기업</p><p><br></p><p style=""line-height: 1.8;"">☞ 인천 초기 문화콘텐츠기업의 국내외 시장진출에 실질적으로 필요한 자금(권리화, 마케팅, 판로개척) 지원</p><p style=""line-height: 1.8;"">- 기업당 최대 10백만원 지원</p><p style=""line-height: 1.8;"">- 권리화(지식재산권, 인증), 마케팅(홍보영상, 홈페이지/앱, 온오프라인 마케팅, AI 툴 구독료, SW임차), 판로개척(전시참가, 플랫폼 입점) 지원</p><p style=""line-height: 1.8;"">- 지원분야 단일 또는 4개 이하 지원항목 복수 선택 가능</p>",경영,인천테크노파크,인천광역시,중소기업,디자인/상품화/사업화,,,,,온라인 접수(e나라도움),온라인 접수(e나라도움),2026-04-20 ~ 2026-05-08,main,primary,False,인천2026년우수콘텐츠사업화지원기업모집공고|인천테크노파크|20260420~20260508,인천2026년우수콘텐츠사업화지원기업모집공고,인천테크노파크,20260420~20260508,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121267,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121267
biz,PBLN_000000000121266,[부산] 2026년 항공부품산업 기술고도화 지원사업 모집 공고,"<p>부산지역 내 항공부품산업 관련 기업을 대상으로 기업지원을 수행하여 관련 산업을 선도할 수 있는 기업의 역량을 강화하고, 매출 증대와 고용창출에 기여하고자 「2026년도 항공부품산업 기술고도화 지원사업」을 아래와 같이 공고하오니, 지역 기업인 여러분들의 많은 관심과 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 항공부품산업 연관분야 민항기/군용기/무인기/부품ㆍ장비/MRO 등 항공부품산업 관련 제품을 개발, 생산 및 수리하는 기업</p><p style=""line-height: 1.8;"">- 항공부품 사업 다변화를 위한 이업종 전환 기업 등</p><p style=""line-height: 1.8;"">- 부산시 내에 사업장(본사, 공장, 연구소, 지사)을 보유한 기업으로 공고일 기준 영업활동을 하고 있는 법인기업</p><p><br></p><p style=""line-height: 1.8;"">☞ 시험인증, 컨설팅 지원 </p><p style=""line-height: 1.8;"">- 시험인증 : 복합재료 생산ㆍ제조기술 기업의 항공산업 인증 지원</p><p style=""line-height: 1.8;"">- 컨설팅 : 복합재료 생산ㆍ제조기술 기업의 항공산업 인증 및 시험 진행 컨설팅 지원</p>",기술,부산테크노파크,부산광역시,중소기업,기술사업화/이전/지도,,,,,이메일 접수 (leehs1620@btp.or.kr),이메일 접수 (leehs1620@btp.or.kr),2026-04-20 ~ 2026-05-08,main,primary,False,부산2026년항공부품산업기술고도화지원사업모집공고|부산테크노파크|20260420~20260508,부산2026년항공부품산업기술고도화지원사업모집공고,부산테크노파크,20260420~20260508,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121266,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121266
biz,PBLN_000000000121265,[울산] 2026년 중소기업 육성자금(시설자금) 지원계획 변경 공고,<p>「울산광역시 중소기업육성기금 조례」제12조의 규정에 의거「2026년 중소기업 육성자금(시설자금) 지원계획」을 다음과 같이 공고합니다.</p><p><br></p><p>☞ 관내 사업장을 두었거나 둘 예정인「중소기업기본법」제2조에 따른 중소기업으로 자금사용처가 관내인 경우</p><p><br></p><p>☞ 업체별 융자금에 대해 5년간 대출이자 2.0% 지원</p>,자금,울산경제일자리진흥원,울산광역시,중소기업,융자,,,,,"온라인접수(울산경제일자리진흥원 기금융자관리시스템)
※ 대용량 추가서류 제출 메일 주소 : mw@ubpi.or.kr
※ 자세한 신청방법 공고문 참조","온라인접수(울산경제일자리진흥원 기금융자관리시스템)
※ 대용량 추가서류 제출 메일 주소 : mw@ubpi.or.kr
※ 자세한 신청방법 공고문 참조",2026-04-29 ~ 2026-05-06,main,primary,False,울산2026년중소기업육성자금지원계획변경공고|울산경제일자리진흥원|20260429~20260506,울산2026년중소기업육성자금지원계획변경공고,울산경제일자리진흥원,20260429~20260506,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121265,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121265
biz,PBLN_000000000121264,K-그린 딥테크 유럽 진출 지원 사업 참여기업 모집 공고,"<p>국내 녹색 대전환(GX)을 위한 그린 딥테크 분야 중소벤처기업의 글로벌 역량 강화를 위해 독일 연구, 혁신기관과의 기술실증(PoC), 진출 컨설팅을 지원하는 「K-그린 딥테크 유럽 진출 지원사업」에 대해 다음과 같이 안내하오니, 관심 있는 기업들의 많은 참여 부탁드립니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 독일(유럽) 진출 희망 그린 딥테크 분야 중소벤처기업</p><p style=""line-height: 1.8;"">- 친환경 에너지, 미래 모빌리티, 자원 순환 등 녹색 대전환(GX) 및 제조공정 지능화(AX), 저탄소 솔루션 관련 산업 영위 기업</p><p style=""line-height: 1.8;"">- 독일(유럽) 진출을 희망하며, 현지 기관과의 협업 프로그램 수행이 가능한 중소벤처기업(GBC 입주, 공유오피스 활용 기업 우대)</p><p><br></p><p>☞ 현지 연구ㆍ혁신 기관 협업을 통한 기술 실증(PoC), 시장 검증 및 현지 진출 컨설팅, 대기업 구매담당자 미팅 지원</p>",판로/수출,중소벤처기업진흥공단,중소벤처기업부,중소기업,해외진출준비,,,,,이메일 접수 (hwang@kosmes.or.kr),이메일 접수 (hwang@kosmes.or.kr),2026-04-20 ~ 2026-05-14,main,primary,False,k그린딥테크유럽진출지원사업참여기업모집공고|중소벤처기업진흥공단|20260420~20260514,k그린딥테크유럽진출지원사업참여기업모집공고,중소벤처기업진흥공단,20260420~20260514,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121264,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121264
biz,PBLN_000000000121263,2026년 더현대글로벌×더셀렉츠 글로벌 팝업스토어(프랑스 파리) 참가사 모집 공고,"<p>한국콘텐츠진흥원에서 유망 디자이너 브랜드의 유통 경쟁력 강화 및 시장 진출 기반 마련을 위한 해외 홍보 및 팝업스토어 입점 지원을 하기 위해 「2026년 더현대글로벌×더셀렉츠 글로벌 팝업스토어(프랑스 파리)」사업을 추진하오니 많은 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 연 매출 10억 원 이상의 한국 패션 디자이너 브랜드</p><p style=""line-height: 1.8;"">※ 자세한 지원대상 공고문 참조</p><p><br></p><p style=""line-height: 1.8;"">☞ 국내 유통사 연계 더셀렉츠 파리 팝업스토어 입점 및 현지 B2C 판매/홍보 등 지원</p><p style=""line-height: 1.8;"">- 팝업스토어 사전/사후 준비(상품 현지화, 해외 운송, 현지 물류, 상품 철수 등)</p><p style=""line-height: 1.8;"">- 팝업스토어 운영 지원(판매 스탭 투입 등)</p><p style=""line-height: 1.8;"">- 팝업스토어 온라인 마케팅 및 현지 이벤트 프로그램 운영 등 지원</p>",판로/수출,한국콘텐츠진흥원,문화체육관광부,소상공인,해외진출,,,,,온라인 접수 (한국콘텐츠진흥원 사업관리시스템),온라인 접수 (한국콘텐츠진흥원 사업관리시스템),2026-04-20 ~ 2026-05-11,main,primary,True,2026년더현대글로벌더셀렉츠글로벌팝업스토어참가사모집공고|한국콘텐츠진흥원|20260420~20260511,2026년더현대글로벌더셀렉츠글로벌팝업스토어참가사모집공고,한국콘텐츠진흥원,20260420~20260511,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121263,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121263
biz,PBLN_000000000121262,[충북] 2026년 중소기업 온라인 마케팅 활성화 지원사업 참여기업 모집 공고,"<p>비대면 온라인 구매 확산 흐름을 반영한 신규 유통시장 개척 및 충청북도 중소기업의 온라인 판로를 지원하고자 다음과 같이 「2026 온라인 마케팅 활성화 지원」사업의 참가업체를 모집하오니, 관심 있는 중소기업의 많은 참여 바랍니다.</p><div><br></div><div style=""line-height: 1.8;"">☞ 충청북도 소재 중소기업(본사 또는 공장)</div><div style=""line-height: 1.8;"">※ 필수사항 - 통신판매업신고증</div><div style=""line-height: 1.8;""><br></div><div style=""line-height: 1.8;"">☞ 수혜기업 3개 소셜커머스 전체 참여(롯데ON, G마켓, 오아시스마켓) 입점지원, 기획전 등 온라인 판로 지원</div><div style=""line-height: 1.8;"">※ 자세한 지원내용 공고문 참조</div>",판로/수출,충청북도기업진흥원,충청북도,중소기업,온라인,,,,,"이메일 접수 (wamk619@gmail.com)
※ 파일명 : 기업명_온라인마케팅신청서
※ 신청서 및 서류는 일괄 스캔하여 하나의 파일로 신청하되, 기업 선정시 원본 서류를 송부해야하니 보관 하시기 바랍니다.","이메일 접수 (wamk619@gmail.com)
※ 파일명 : 기업명_온라인마케팅신청서
※ 신청서 및 서류는 일괄 스캔하여 하나의 파일로 신청하되, 기업 선정시 원본 서류를 송부해야하니 보관 하시기 바랍니다.",2026-04-20 ~ 2026-05-08,main,primary,False,충북2026년중소기업온라인마케팅활성화지원사업참여기업모집공고|충청북도기업진흥원|20260420~20260508,충북2026년중소기업온라인마케팅활성화지원사업참여기업모집공고,충청북도기업진흥원,20260420~20260508,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121262,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121262
biz,PBLN_000000000121261,2026년 더현대글로벌×더셀렉츠 글로벌 팝업스토어(일본 도쿄) 참가사 모집 공고,"<p>한국콘텐츠진흥원에서 유망 디자이너 브랜드의 유통 경쟁력 강화 및 시장 진출 기반 마련을 위한 해외 홍보 및 팝업스토어 입점 지원을 하기 위해 「2026년 더현대글로벌×더셀렉츠 글로벌 팝업스토어(일본 도쿄)」사업을 추진하오니 많은 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 2025년 연 매출 10억 원 이상의 한국 패션 디자이너 브랜드</p><p style=""line-height: 1.8;"">※ 자세한 지원대상 공고문 참조</p><p><br></p><p style=""line-height: 1.8;"">☞ 국내 유통사 연계 더셀렉츠 일본 팝업스토어 입점 및 현지 B2C 판매/홍보 등 지원</p><p style=""line-height: 1.8;"">- 팝업스토어 사전/사후 준비(상품 현지화, 해외 운송, 현지 물류, 상품 철수, 기본 인테리어 등)</p><p style=""line-height: 1.8;"">- 팝업스토어 운영 지원(판매 스탭 투입, 판매 집기 이용 등)</p><p style=""line-height: 1.8;"">- 팝업스토어 온라인 홍보ㆍ마케팅 지원(사전 시딩, 기프트 제작 등)</p>",판로/수출,한국콘텐츠진흥원,문화체육관광부,소상공인,해외진출,,,,,온라인 접수 (한국콘텐츠진흥원 사업관리시스템),온라인 접수 (한국콘텐츠진흥원 사업관리시스템),2026-04-20 ~ 2026-05-11,main,primary,True,2026년더현대글로벌더셀렉츠글로벌팝업스토어참가사모집공고|한국콘텐츠진흥원|20260420~20260511,2026년더현대글로벌더셀렉츠글로벌팝업스토어참가사모집공고,한국콘텐츠진흥원,20260420~20260511,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121261,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121261
biz,PBLN_000000000121259,[충북] 2026년 방사광가속기 활용 연구개발지원사업 신규과제 모집 공고,"<p>충북과학기술혁신원은 방사광가속기의 산업체 활용도 제고 및 지역주력 산업 육성의 혁신성장 기반을 마련하기 위해 「방사광가속기 활용 연구개발 지원사업」의 신규과제를 다음과 같이 공고하오니 많은 참여 바랍니다.</p><div><br></div><p style=""line-height: 1.8;"">☞ 충북 소재 중소ㆍ중견기업 (대학(학) 또는 연구기관 (연) 간 컨소시엄 가능)<br></p><p style=""line-height: 1.8;"">- (주관기관) 부가가치세법 및 동법 시행령 제8조에 따라 공고일 기준 충청북도에 사업장, 공장, 연구소 중 1개를 보유하고 있는 중소ㆍ중견기업</p><p style=""line-height: 1.8;"">- (참여기관) 충북 또는 타 지역 대학, 연구기관, 지역특화센터, 지역혁신센터, 지자체 연구소 등</p><p><br></p><p style=""line-height: 1.8;"">☞ 방사광가속기 활용 분야 연구개발(과제당 37백만원 내외) 지원<br></p><p style=""line-height: 1.8;"">- 방사광가속기 빔라인 실험이 활용될 수 있는 연구개발 과제 지원</p><p style=""line-height: 1.8;"">- 포항가속기연구소의 빔라인을 활용하여 연구개발 과제 수행 등</p><p style=""line-height: 1.8;"">- 지원분야 : 방사광가속기 활용 전 분야 (바이오, 차세대에너지, 반도체, 소부장 등)</p>",기술,충북과학기술혁신원,충청북도,중소기업,혼합(단독+공동),,,,,온라인 접수 (충북과학기술혁신원 과제관리시스템),온라인 접수 (충북과학기술혁신원 과제관리시스템),2026-04-09 ~ 2026-05-07,main,primary,False,충북2026년방사광가속기활용연구개발지원사업신규과제모집공고|충북과학기술혁신원|20260409~20260507,충북2026년방사광가속기활용연구개발지원사업신규과제모집공고,충북과학기술혁신원,20260409~20260507,www.bizinfo.go.kr/sii/siia/selectsiia200detail.do?pblancid=pbln_000000000121259,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121259
